     0.000      0.000      1.000      0.000      1.000      1.000          *     -0.210      0.006      1.209     -0.004      0.014      0.000      0.982      0.004      3.000
     1.000      1.000      0.000      0.000      1.000      1.000     72.270     -0.210      0.006      1.209     -0.004      0.121      0.000      0.879      0.000      3.000
     1.000      0.000      1.000      0.000      0.000      1.000     66.620     -0.043      1.394      0.014     -0.365      0.002      0.977      0.000      0.021      2.000
     0.000      0.000      0.000      1.000      1.000      1.000          *     -0.210      0.006      1.209     -0.004      0.008      0.000      0.965      0.026      3.000
     1.000      0.000      0.000      0.000      0.000      1.000          *      0.006     -0.055     -0.032      1.081      0.000      0.307      0.000      0.693      4.000
     0.000      0.000      1.000      1.000      1.000      0.000          *     -0.210      0.006      1.209     -0.004      0.122      0.000      0.877      0.000      3.000
     0.000      0.000      1.000      1.000      0.000      1.000     45.050     -0.043      1.394      0.014     -0.365      0.011      0.972      0.000      0.017      2.000
     1.000      1.000      0.000      0.000      1.000      1.000     65.200     -0.210      0.006      1.209     -0.004      0.121      0.000      0.879      0.000      3.000
     1.000      1.000      1.000      1.000      1.000      1.000     65.680      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      1.000      1.000      1.000      0.000      1.000          *      1.132     -0.039     -0.102      0.010      0.650      0.350      0.000      0.000      1.000
     0.000      0.000      0.000      0.000      0.000      1.000     79.790      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      1.000      1.000      1.000      1.000      0.000     70.440      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      0.000      0.000      0.000      0.000      0.000     74.750      0.006     -0.055     -0.032      1.081      0.000      0.307      0.000      0.693      4.000
     0.000      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      0.000      0.000      0.000      0.000      1.000          *      0.006     -0.055     -0.032      1.081      0.000      0.307      0.000      0.693      4.000
     1.000      0.000      1.000      0.000      0.000      0.000     40.680     -0.043      1.394      0.014     -0.365      0.002      0.977      0.000      0.021      2.000
     0.000      0.000      0.000      0.000      0.000      1.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      0.000      1.000      0.000      0.000      1.000          *     -0.043      1.394      0.014     -0.365      0.002      0.977      0.000      0.021      2.000
     0.000      1.000      0.000      0.000      0.000      1.000     60.110     -0.043      1.394      0.014     -0.365      0.001      0.999      0.000      0.000      2.000
     0.000      0.000      0.000      1.000      0.000      1.000          *      0.006     -0.055     -0.032      1.081      0.000      0.353      0.000      0.647      4.000
     1.000      0.000      0.000      1.000      1.000      0.000          *     -0.210      0.006      1.209     -0.004      0.031      0.000      0.964      0.006      3.000
     1.000      0.000      1.000      1.000      1.000      0.000          *     -0.210      0.006      1.209     -0.004      0.337      0.000      0.663      0.000      3.000
     1.000      0.000      0.000      1.000      0.000      1.000          *     -0.043      1.394      0.014     -0.365      0.004      0.643      0.000      0.353      2.000
     0.000      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      1.000      1.000      1.000      1.000      0.000          *      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     0.000      1.000      0.000      0.000      0.000      1.000          *     -0.043      1.394      0.014     -0.365      0.001      0.999      0.000      0.000      2.000
     1.000      0.000      0.000      1.000      0.000      1.000     84.380     -0.043      1.394      0.014     -0.365      0.004      0.643      0.000      0.353      2.000
     0.000      0.000      0.000      0.000      0.000      1.000     85.950      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     0.000      0.000      0.000      1.000      0.000      1.000     72.790      0.006     -0.055     -0.032      1.081      0.000      0.353      0.000      0.647      4.000
     1.000      0.000      0.000      1.000      0.000      0.000          *     -0.043      1.394      0.014     -0.365      0.004      0.643      0.000      0.353      2.000
     1.000          *      1.000      1.000      1.000      0.000     67.710      1.132     -0.039     -0.102      0.010      0.869      0.000      0.131      0.000      1.000
     1.000      0.000      0.000      1.000      1.000      0.000          *     -0.210      0.006      1.209     -0.004      0.031      0.000      0.964      0.006      3.000
     0.000      0.000      0.000      1.000      1.000      1.000          *     -0.210      0.006      1.209     -0.004      0.008      0.000      0.965      0.026      3.000
     0.000      0.000      0.000          *      1.000      0.000          *     -0.210      0.006      1.209     -0.004      0.004      0.000      0.841      0.156      3.000
     1.000      0.000      1.000      0.000      1.000      0.000          *     -0.210      0.006      1.209     -0.004      0.048      0.000      0.951      0.001      3.000
     1.000      1.000      1.000      1.000      1.000      1.000     79.650      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      1.000      1.000      1.000      1.000      0.000          *      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      1.000      1.000          *      1.000      0.000     69.430      1.132     -0.039     -0.102      0.010      0.917      0.000      0.083      0.000      1.000
     1.000      1.000      0.000      0.000      1.000      1.000          *     -0.210      0.006      1.209     -0.004      0.121      0.000      0.879      0.000      3.000
     1.000      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.307      0.000      0.693      4.000
     1.000      0.000      0.000      0.000      1.000      0.000          *     -0.210      0.006      1.209     -0.004      0.003      0.000      0.937      0.060      3.000
     1.000      0.000      0.000          *      0.000      0.000     67.570      0.006     -0.055     -0.032      1.081      0.000      0.347      0.000      0.652      4.000
     0.000      1.000      1.000      0.000      0.000      0.000          *     -0.043      1.394      0.014     -0.365      0.013      0.987      0.000      0.000      2.000
     0.000      0.000      0.000      0.000      0.000      0.000     85.130      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      0.000      0.000      1.000      1.000      1.000     74.080     -0.210      0.006      1.209     -0.004      0.031      0.000      0.964      0.006      3.000
     1.000      1.000      0.000      0.000      0.000      1.000          *     -0.043      1.394      0.014     -0.365      0.006      0.994      0.000      0.000      2.000
         *      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.186      0.000      0.814      4.000
     1.000      1.000      1.000      1.000      1.000      0.000          *      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      1.000      0.000      1.000      1.000      1.000          *      1.132     -0.039     -0.102      0.010      0.580      0.000      0.420      0.000      1.000
     0.000      0.000      0.000      1.000      0.000      0.000     68.040      0.006     -0.055     -0.032      1.081      0.000      0.353      0.000      0.647      4.000
     1.000      1.000      1.000      1.000      1.000      1.000          *      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      1.000      1.000      1.000      1.000      0.000          *      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     0.000      0.000      0.000      1.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.353      0.000      0.647      4.000
     0.000      0.000      0.000      0.000      0.000      1.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      1.000      1.000      1.000      0.000      0.000          *      1.132     -0.039     -0.102      0.010      0.650      0.350      0.000      0.000      1.000
     1.000      0.000      1.000      0.000      0.000      0.000          *     -0.043      1.394      0.014     -0.365      0.002      0.977      0.000      0.021      2.000
     0.000      0.000      0.000      0.000      0.000      1.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      1.000      0.000      1.000      1.000      1.000          *      1.132     -0.039     -0.102      0.010      0.580      0.000      0.420      0.000      1.000
     0.000      1.000      1.000      0.000      1.000      1.000     42.820     -0.210      0.006      1.209     -0.004      0.376      0.000      0.624      0.000      3.000
     1.000      1.000      1.000      1.000      1.000      0.000     66.010      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.307      0.000      0.693      4.000
     0.000      1.000      1.000      1.000      1.000      1.000     74.980      1.132     -0.039     -0.102      0.010      0.859      0.000      0.141      0.000      1.000
     0.000      1.000      0.000      0.000      0.000      0.000          *     -0.043      1.394      0.014     -0.365      0.001      0.999      0.000      0.000      2.000
     0.000      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      1.000      1.000      1.000      1.000      0.000     79.820      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      1.000      0.000      0.000      0.000      0.000          *     -0.043      1.394      0.014     -0.365      0.006      0.994      0.000      0.000      2.000
     1.000      1.000      0.000      1.000      1.000      1.000     51.060      1.132     -0.039     -0.102      0.010      0.580      0.000      0.420      0.000      1.000
     0.000      0.000      0.000      0.000      0.000      1.000     78.660      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      1.000      0.000      0.000      0.000      0.000          *     -0.043      1.394      0.014     -0.365      0.006      0.994      0.000      0.000      2.000
     1.000      0.000      0.000      1.000      1.000      0.000     96.390     -0.210      0.006      1.209     -0.004      0.031      0.000      0.964      0.006      3.000
     1.000      1.000      0.000      0.000      0.000      1.000     73.070     -0.043      1.394      0.014     -0.365      0.006      0.994      0.000      0.000      2.000
     1.000      0.000      1.000      1.000      0.000      0.000          *     -0.043      1.394      0.014     -0.365      0.056      0.940      0.000      0.005      2.000
     1.000      0.000      0.000      1.000      0.000      1.000          *     -0.043      1.394      0.014     -0.365      0.004      0.643      0.000      0.353      2.000
     0.000          *      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.170      0.000      0.829      4.000
     1.000      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.307      0.000      0.693      4.000
     0.000      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      1.000      1.000      1.000      1.000      0.000          *      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     0.000      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     0.000      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     0.000      1.000      0.000      1.000      0.000      1.000          *     -0.043      1.394      0.014     -0.365      0.033      0.967      0.000      0.000      2.000
     0.000      0.000      0.000      1.000      0.000      1.000          *      0.006     -0.055     -0.032      1.081      0.000      0.353      0.000      0.647      4.000
     0.000      0.000      0.000      1.000      0.000      1.000     60.470      0.006     -0.055     -0.032      1.081      0.000      0.353      0.000      0.647      4.000
     1.000      1.000      1.000      1.000      1.000      1.000          *      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      1.000      1.000      1.000      1.000      0.000          *      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      0.000      1.000      0.000      0.000      1.000          *     -0.043      1.394      0.014     -0.365      0.002      0.977      0.000      0.021      2.000
     1.000      1.000      1.000      1.000      1.000      1.000     72.380      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     0.000      1.000      0.000      0.000      0.000      1.000     57.180     -0.043      1.394      0.014     -0.365      0.001      0.999      0.000      0.000      2.000
     0.000      0.000      1.000      1.000      1.000      1.000          *     -0.210      0.006      1.209     -0.004      0.122      0.000      0.877      0.000      3.000
     1.000      0.000      0.000      0.000      1.000      0.000     84.860     -0.210      0.006      1.209     -0.004      0.003      0.000      0.937      0.060      3.000
     1.000      1.000      1.000      1.000      0.000      0.000          *      1.132     -0.039     -0.102      0.010      0.650      0.350      0.000      0.000      1.000
     0.000      0.000      0.000      0.000      0.000      1.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     0.000      0.000      0.000      0.000      0.000      1.000     67.420      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      1.000      0.000      0.000      1.000      0.000          *     -0.210      0.006      1.209     -0.004      0.121      0.000      0.879      0.000      3.000
     1.000      0.000      0.000      0.000      1.000      0.000     94.530     -0.210      0.006      1.209     -0.004      0.003      0.000      0.937      0.060      3.000
     1.000      1.000      1.000      1.000      1.000      0.000          *      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      1.000      1.000      1.000      1.000      0.000     56.290      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      1.000      1.000      1.000      1.000      0.000     56.130      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      0.000      0.000      0.000      1.000      0.000          *     -0.210      0.006      1.209     -0.004      0.003      0.000      0.937      0.060      3.000
     1.000      1.000      1.000      1.000      1.000      1.000          *      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      1.000      0.000      0.000      1.000      1.000          *     -0.210      0.006      1.209     -0.004      0.121      0.000      0.879      0.000      3.000
     1.000      1.000      1.000      1.000      1.000      0.000     76.520      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      0.000      1.000      0.000      1.000      0.000     56.880     -0.210      0.006      1.209     -0.004      0.048      0.000      0.951      0.001      3.000
     1.000      0.000      0.000      1.000      0.000      1.000          *     -0.043      1.394      0.014     -0.365      0.004      0.643      0.000      0.353      2.000
     0.000      0.000          *      1.000      0.000      1.000          *     -0.043      1.394      0.014     -0.365      0.004      0.551      0.000      0.445      2.000
     0.000      1.000      1.000      0.000      0.000      1.000          *     -0.043      1.394      0.014     -0.365      0.013      0.987      0.000      0.000      2.000
     1.000      0.000      0.000      0.000      0.000      1.000          *      0.006     -0.055     -0.032      1.081      0.000      0.307      0.000      0.693      4.000
     1.000      0.000      1.000      1.000      0.000      0.000          *     -0.043      1.394      0.014     -0.365      0.056      0.940      0.000      0.005      2.000
     0.000      0.000      0.000      0.000      1.000      1.000          *     -0.210      0.006      1.209     -0.004      0.001      0.000      0.763      0.236      3.000
     0.000      1.000      0.000      0.000      0.000      0.000          *     -0.043      1.394      0.014     -0.365      0.001      0.999      0.000      0.000      2.000
     1.000      1.000      1.000      1.000      1.000      0.000          *      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      1.000      1.000      0.000      1.000      1.000          *      1.132     -0.039     -0.102      0.010      0.687      0.000      0.313      0.000      1.000
     0.000      0.000      0.000      0.000      0.000      1.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     0.000      1.000      1.000      1.000      1.000      0.000     66.720      1.132     -0.039     -0.102      0.010      0.859      0.000      0.141      0.000      1.000
     0.000      1.000          *      1.000      1.000      0.000          *      1.132     -0.039     -0.102      0.010      0.750      0.000      0.250      0.000      1.000
     0.000      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      1.000      1.000      0.000      0.000      1.000          *     -0.043      1.394      0.014     -0.365      0.063      0.937      0.000      0.000      2.000
     1.000      0.000      0.000      0.000      0.000      1.000          *      0.006     -0.055     -0.032      1.081      0.000      0.307      0.000      0.693      4.000
     1.000      1.000      0.000      1.000      1.000      1.000     74.580      1.132     -0.039     -0.102      0.010      0.580      0.000      0.420      0.000      1.000
     1.000      0.000      1.000      1.000      1.000      0.000          *     -0.210      0.006      1.209     -0.004      0.337      0.000      0.663      0.000      3.000
     1.000      0.000      0.000      0.000      1.000      1.000          *     -0.210      0.006      1.209     -0.004      0.003      0.000      0.937      0.060      3.000
     1.000      1.000      1.000      0.000      1.000      0.000     79.210      1.132     -0.039     -0.102      0.010      0.687      0.000      0.313      0.000      1.000
     0.000      0.000      0.000      0.000      0.000      1.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      1.000      1.000      1.000      1.000      0.000          *      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.307      0.000      0.693      4.000
     1.000      0.000      0.000      0.000      0.000      1.000          *      0.006     -0.055     -0.032      1.081      0.000      0.307      0.000      0.693      4.000
     0.000      0.000      0.000      1.000      1.000      1.000          *     -0.210      0.006      1.209     -0.004      0.008      0.000      0.965      0.026      3.000
     0.000      0.000      0.000      1.000      0.000      0.000     54.250      0.006     -0.055     -0.032      1.081      0.000      0.353      0.000      0.647      4.000
     0.000      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      1.000      1.000      1.000      0.000      1.000          *      1.132     -0.039     -0.102      0.010      0.650      0.350      0.000      0.000      1.000
     0.000      0.000      0.000      0.000      0.000      1.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      1.000      1.000      1.000      1.000      0.000          *      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      0.000      1.000      0.000      1.000      0.000     64.600     -0.210      0.006      1.209     -0.004      0.048      0.000      0.951      0.001      3.000
     1.000      1.000      1.000      0.000      1.000      0.000          *      1.132     -0.039     -0.102      0.010      0.687      0.000      0.313      0.000      1.000
     1.000      1.000      1.000      1.000      1.000      1.000          *      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      1.000      1.000      1.000      1.000      0.000     84.090      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      1.000      1.000      1.000      1.000      0.000          *      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      0.000      0.000      0.000      1.000      1.000          *     -0.210      0.006      1.209     -0.004      0.003      0.000      0.937      0.060      3.000
     0.000      0.000      1.000      1.000      1.000      0.000          *     -0.210      0.006      1.209     -0.004      0.122      0.000      0.877      0.000      3.000
     0.000      0.000      1.000      0.000      0.000      1.000          *     -0.043      1.394      0.014     -0.365      0.000      0.934      0.000      0.066      2.000
     0.000      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     0.000      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      1.000      1.000      0.000      1.000      0.000          *      1.132     -0.039     -0.102      0.010      0.687      0.000      0.313      0.000      1.000
     1.000      1.000      1.000      1.000      1.000      0.000          *      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     0.000      1.000      1.000      1.000      1.000      1.000          *      1.132     -0.039     -0.102      0.010      0.859      0.000      0.141      0.000      1.000
     0.000      0.000      0.000      0.000      0.000      1.000     84.540      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     0.000      0.000      0.000      1.000      0.000      1.000          *      0.006     -0.055     -0.032      1.081      0.000      0.353      0.000      0.647      4.000
     1.000      1.000      1.000      0.000      1.000      1.000          *      1.132     -0.039     -0.102      0.010      0.687      0.000      0.313      0.000      1.000
     1.000      1.000      1.000      1.000      1.000      1.000          *      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      0.000      0.000      1.000      0.000      1.000          *     -0.043      1.394      0.014     -0.365      0.004      0.643      0.000      0.353      2.000
     1.000      1.000      0.000      1.000      0.000      1.000          *     -0.043      1.394      0.014     -0.365      0.150      0.850      0.000      0.000      2.000
     0.000      0.000      1.000      0.000      1.000      1.000          *     -0.210      0.006      1.209     -0.004      0.014      0.000      0.982      0.004      3.000
     1.000      0.000          *      0.000      0.000      1.000          *     -0.043      1.394      0.014     -0.365      0.001      0.501      0.000      0.498      2.000
     1.000      1.000      1.000      1.000      1.000      0.000          *      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      1.000      0.000      1.000      0.000      1.000          *     -0.043      1.394      0.014     -0.365      0.150      0.850      0.000      0.000      2.000
     1.000      1.000      1.000      1.000      1.000      0.000     42.110      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     1.000      0.000      0.000      0.000      0.000      0.000     89.100      0.006     -0.055     -0.032      1.081      0.000      0.307      0.000      0.693      4.000
     0.000      1.000      1.000      1.000      0.000      1.000     79.760     -0.043      1.394      0.014     -0.365      0.262      0.738      0.000      0.000      2.000
     0.000      0.000      1.000      0.000      0.000      0.000          *     -0.043      1.394      0.014     -0.365      0.000      0.934      0.000      0.066      2.000
         *      0.000      0.000      0.000          *      0.000     47.120      0.006     -0.055     -0.032      1.081      0.000      0.159      0.125      0.716      4.000
     1.000      1.000      1.000      1.000      1.000      0.000     88.500      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     0.000      0.000      0.000      0.000      0.000      1.000     66.770      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     0.000      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     0.000      0.000      0.000      1.000      1.000      1.000     75.220     -0.210      0.006      1.209     -0.004      0.008      0.000      0.965      0.026      3.000
     0.000      0.000      0.000      0.000      0.000      1.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      0.000      1.000      0.000      0.000      0.000          *     -0.043      1.394      0.014     -0.365      0.002      0.977      0.000      0.021      2.000
     0.000      0.000      0.000      0.000      0.000      1.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      0.000      1.000      1.000      0.000      0.000     39.140     -0.043      1.394      0.014     -0.365      0.056      0.940      0.000      0.005      2.000
     1.000      1.000      1.000      1.000      1.000      0.000     77.370      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     0.000      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      1.000      1.000      1.000      1.000      1.000          *      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     0.000      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     0.000      1.000      1.000      0.000      1.000      1.000     67.420     -0.210      0.006      1.209     -0.004      0.376      0.000      0.624      0.000      3.000
     0.000      0.000      0.000      0.000      0.000      1.000     64.620      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     1.000      0.000      1.000      0.000      1.000      1.000          *     -0.210      0.006      1.209     -0.004      0.048      0.000      0.951      0.001      3.000
     1.000      1.000      1.000      1.000      0.000      0.000          *      1.132     -0.039     -0.102      0.010      0.650      0.350      0.000      0.000      1.000
     1.000      0.000      1.000      1.000      1.000      1.000     68.580     -0.210      0.006      1.209     -0.004      0.337      0.000      0.663      0.000      3.000
     0.000      0.000      0.000      0.000      0.000      0.000     60.340      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     0.000      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     0.000      0.000      0.000      0.000      0.000      0.000          *      0.006     -0.055     -0.032      1.081      0.000      0.117      0.000      0.883      4.000
     0.000      0.000      0.000      0.000      1.000      1.000          *     -0.210      0.006      1.209     -0.004      0.001      0.000      0.763      0.236      3.000
     1.000      1.000      0.000      0.000      0.000      1.000     51.390     -0.043      1.394      0.014     -0.365      0.006      0.994      0.000      0.000      2.000
     1.000      1.000      1.000      1.000      1.000      1.000     68.100      1.132     -0.039     -0.102      0.010      0.957      0.000      0.043      0.000      1.000
     0.000      0.000      0.000      1.000      1.000      0.000          *     -0.210      0.006      1.209     -0.004      0.008      0.000      0.965      0.026      3.000
     0.000      0.000      1.000      0.000      0.000      1.000     69.930     -0.043      1.394      0.014     -0.365      0.000      0.934      0.000      0.066      2.000
     1.000      0.000      1.000      0.000      0.000      0.000     60.460     -0.043      1.394      0.014     -0.365      0.002      0.977      0.000      0.021      2.000
     1.000      1.000          *      0.000          *      0.000          *     -0.043      1.394      0.014     -0.365      0.285      0.470      0.245      0.000      2.000
     1.000      0.000      1.000      1.000      1.000      0.000     67.900     -0.210      0.006      1.209     -0.004      0.337      0.000      0.663      0.000      3.000
     1.000      0.000      1.000      0.000      0.000      0.000          *     -0.043      1.394      0.014     -0.365      0.002      0.977      0.000      0.021      2.000
     1.000      1.000      1.000      0.000      1.000      0.000     88.350      1.132     -0.039     -0.102      0.010      0.687      0.000      0.313      0.000      1.000
     0.000      0.000      0.000      0.000      1.000      0.000          *     -0.210      0.006      1.209     -0.004      0.001      0.000      0.763      0.236      3.000
     1.000      1.000      1.000      0.000      0.000      1.000          *     -0.043      1.394      0.014     -0.365      0.063      0.937      0.000      0.000      2.000
