.	1	1	1	1	0	32.93	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	46.69	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	0	1	1	0	77.24	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	0	0	1	1	1	37.96	-0.231	-0.006	0.003	1.234
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	.	0	0	0	1	.	0.044	1.153	-0.217	0.02
1	1	0	1	1	1	45.3	1.054	0.002	-0.021	-0.035
0	0	0	0	0	1	.	0.044	1.153	-0.217	0.02
1	1	1	1	1	0	68.6	1.054	0.002	-0.021	-0.035
0	0	0	0	0	1	38.03	0.044	1.153	-0.217	0.02
0	1	1	1	0	1	44.42	-0.34	-0.115	1.604	-0.149
0	1	1	1	0	0	46.26	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	1	43.74	1.054	0.002	-0.021	-0.035
1	1	0	1	1	1	.	1.054	0.002	-0.021	-0.035
0	0	0	1	0	1	.	0.044	1.153	-0.217	0.02
0	1	0	0	1	1	.	-0.231	-0.006	0.003	1.234
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
0	1	0	0	0	1	.	0.044	1.153	-0.217	0.02
1	1	1	1	1	1	70.17	1.054	0.002	-0.021	-0.035
0	0	0	0	0	1	53.95	0.044	1.153	-0.217	0.02
1	0	0	0	1	1	.	-0.231	-0.006	0.003	1.234
1	1	0	1	1	1	45.32	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
0	0	0	0	0	1	.	0.044	1.153	-0.217	0.02
0	1	1	1	1	1	56.55	1.054	0.002	-0.021	-0.035
1	1	1	1	0	1	.	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	1	56.16	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	62.91	1.054	0.002	-0.021	-0.035
0	1	0	1	1	0	45	-0.231	-0.006	0.003	1.234
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
0	0	0	0	0	0	.	0.044	1.153	-0.217	0.02
1	1	1	1	0	0	.	-0.34	-0.115	1.604	-0.149
0	1	0	1	0	1	.	-0.34	-0.115	1.604	-0.149
0	0	0	1	0	1	.	0.044	1.153	-0.217	0.02
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	0	0	1	0	40.79	-0.231	-0.006	0.003	1.234
1	1	0	1	1	0	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	0	0	0	42.26	-0.34	-0.115	1.604	-0.149
1	0	1	0	1	1	.	-0.34	-0.115	1.604	-0.149
1	.	1	1	0	0	50.52	-0.34	-0.115	1.604	-0.149
1	0	1	1	0	0	51.66	-0.34	-0.115	1.604	-0.149
1	1	0	1	1	0	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
0	0	0	1	0	1	.	0.044	1.153	-0.217	0.02
1	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
1	0	0	0	1	0	41.34	-0.231	-0.006	0.003	1.234
1	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
1	1	1	0	0	0	.	-0.34	-0.115	1.604	-0.149
0	0	0	0	1	1	38.89	-0.231	-0.006	0.003	1.234
1	1	1	1	1	1	51.54	1.054	0.002	-0.021	-0.035
1	0	0	0	0	0	.	0.044	1.153	-0.217	0.02
1	0	0	1	1	0	30.37	-0.231	-0.006	0.003	1.234
1	1	0	1	1	0	37.32	1.054	0.002	-0.021	-0.035
1	0	1	1	0	0	.	-0.34	-0.115	1.604	-0.149
0	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
0	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	0	0	1	1	1	.	-0.231	-0.006	0.003	1.234
1	1	1	1	1	0	54.82	1.054	0.002	-0.021	-0.035
1	1	1	1	0	1	.	-0.34	-0.115	1.604	-0.149
0	1	0	1	0	1	.	-0.34	-0.115	1.604	-0.149
1	1	0	1	1	0	46.41	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	0	1	0	1	1	45.36	-0.34	-0.115	1.604	-0.149
1	1	0	0	0	1	.	-0.34	-0.115	1.604	-0.149
0	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
0	1	0	1	1	1	47.59	-0.231	-0.006	0.003	1.234
1	1	0	1	1	1	.	1.054	0.002	-0.021	-0.035
0	0	0	1	1	0	46.18	-0.231	-0.006	0.003	1.234
1	0	0	0	0	0	.	0.044	1.153	-0.217	0.02
0	0	0	0	1	1	42.18	-0.231	-0.006	0.003	1.234
1	0	0	1	1	0	43.81	-0.231	-0.006	0.003	1.234
0	1	1	1	1	1	33.46	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	44.62	1.054	0.002	-0.021	-0.035
0	1	0	1	1	0	.	-0.231	-0.006	0.003	1.234
1	0	0	0	0	0	.	0.044	1.153	-0.217	0.02
1	1	1	1	1	0	44.36	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	0	0	1	1	1	.	-0.231	-0.006	0.003	1.234
1	0	0	0	1	0	.	-0.231	-0.006	0.003	1.234
0	1	0	1	0	1	.	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	0	84	1.054	0.002	-0.021	-0.035
1	0	1	1	1	0	70.44	1.054	0.002	-0.021	-0.035
0	0	0	1	1	0	68.48	-0.231	-0.006	0.003	1.234
1	0	0	1	0	1	72.01	-0.34	-0.115	1.604	-0.149
1	0	0	0	0	1	49.19	0.044	1.153	-0.217	0.02
0	1	0	1	1	0	69.9	-0.231	-0.006	0.003	1.234
1	0	0	0	1	0	69	-0.231	-0.006	0.003	1.234
1	1	0	1	1	1	66.37	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	77.39	1.054	0.002	-0.021	-0.035
0	1	0	0	1	1	59.18	-0.231	-0.006	0.003	1.234
0	0	1	1	1	0	63.82	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	75.3	1.054	0.002	-0.021	-0.035
0	1	1	1	1	1	65.42	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	58.06	1.054	0.002	-0.021	-0.035
1	0	0	0	0	0	69.19	0.044	1.153	-0.217	0.02
1	1	1	1	1	1	84.55	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	92.01	1.054	0.002	-0.021	-0.035
0	0	0	0	0	1	.	0.044	1.153	-0.217	0.02
0	0	1	1	1	1	75.81	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	64.27	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	51.78	1.054	0.002	-0.021	-0.035
1	1	0	1	1	0	66.37	1.054	0.002	-0.021	-0.035
1	0	0	1	1	1	66.65	-0.231	-0.006	0.003	1.234
1	0	0	1	0	0	53.11	-0.34	-0.115	1.604	-0.149
1	0	0	0	0	0	49.23	0.044	1.153	-0.217	0.02
1	1	1	1	1	0	72.08	1.054	0.002	-0.021	-0.035
1	1	1	.	1	0	61.4	1.054	0.002	-0.021	-0.035
1	1	1	0	1	0	64.6	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	76.46	1.054	0.002	-0.021	-0.035
0	0	0	0	0	0	50.05	0.044	1.153	-0.217	0.02
1	1	1	1	1	0	62.78	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	56.72	1.054	0.002	-0.021	-0.035
0	0	0	1	1	0	.	-0.231	-0.006	0.003	1.234
1	.	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	0	0	1	73.48	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	1	76.08	1.054	0.002	-0.021	-0.035
0	0	0	1	1	1	32.74	-0.231	-0.006	0.003	1.234
1	1	1	0	1	1	61.89	1.054	0.002	-0.021	-0.035
0	0	1	0	0	1	52.55	-0.34	-0.115	1.604	-0.149
1	0	1	0	0	0	61.53	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	1	37.16	1.054	0.002	-0.021	-0.035
0	1	1	1	1	0	72.48	1.054	0.002	-0.021	-0.035
1	0	0	0	0	0	.	0.044	1.153	-0.217	0.02
1	0	1	0	0	0	62.65	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	1	74.77	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	78.46	1.054	0.002	-0.021	-0.035
0	1	1	1	1	1	79.91	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	42.84	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	58.61	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	57.96	1.054	0.002	-0.021	-0.035
0	1	0	1	1	0	55.42	-0.231	-0.006	0.003	1.234
1	1	1	1	1	0	68.07	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	68.42	1.054	0.002	-0.021	-0.035
1	1	1	0	1	0	77.8	1.054	0.002	-0.021	-0.035
0	0	0	1	1	0	.	-0.231	-0.006	0.003	1.234
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	75.57	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	57.08	1.054	0.002	-0.021	-0.035
0	1	0	1	0	0	65.76	-0.34	-0.115	1.604	-0.149
1	0	1	1	0	0	.	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	0	74.18	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	62.5	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	90.11	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	71.3	1.054	0.002	-0.021	-0.035
1	1	1	0	1	1	71.77	1.054	0.002	-0.021	-0.035
.	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
1	1	0	1	1	0	54.72	1.054	0.002	-0.021	-0.035
1	0	1	1	1	0	80.16	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	71.22	1.054	0.002	-0.021	-0.035
0	1	1	1	1	0	61.09	1.054	0.002	-0.021	-0.035
1	1	1	0	1	1	62.32	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	79.21	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	83.06	1.054	0.002	-0.021	-0.035
1	0	0	0	0	1	83.8	0.044	1.153	-0.217	0.02
0	0	0	0	0	1	80.21	0.044	1.153	-0.217	0.02
1	0	1	1	0	0	.	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
1	1	1	0	1	0	.	1.054	0.002	-0.021	-0.035
1	0	1	0	0	0	73.43	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	80.4	1.054	0.002	-0.021	-0.035
1	1	0	1	0	0	74.48	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	0	70.43	1.054	0.002	-0.021	-0.035
1	0	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	71.36	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	69.05	1.054	0.002	-0.021	-0.035
1	0	0	0	0	0	69.06	0.044	1.153	-0.217	0.02
1	1	1	1	1	1	70.39	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	45.49	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	0	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	0	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	72.76	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	73.29	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	63.72	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
1	1	1	1	0	0	70.37	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	0	66.57	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	62.82	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
0	1	1	1	0	0	59.17	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	1	60.91	1.054	0.002	-0.021	-0.035
1	1	1	1	0	1	56.61	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	49.07	1.054	0.002	-0.021	-0.035
1	0	1	1	0	0	45.49	-0.34	-0.115	1.604	-0.149
1	1	1	0	1	0	52.87	1.054	0.002	-0.021	-0.035
1	1	0	1	1	0	45.06	1.054	0.002	-0.021	-0.035
0	0	0	0	0	1	55.25	0.044	1.153	-0.217	0.02
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	69.06	1.054	0.002	-0.021	-0.035
1	0	0	0	0	1	46.17	0.044	1.153	-0.217	0.02
1	0	0	0	0	1	50.42	0.044	1.153	-0.217	0.02
0	1	1	1	1	0	33.34	1.054	0.002	-0.021	-0.035
1	0	1	0	0	0	51.74	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	0	42.84	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	85.76	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
0	1	1	1	1	0	72.07	1.054	0.002	-0.021	-0.035
1	0	1	0	0	0	71.89	-0.34	-0.115	1.604	-0.149
0	1	0	1	0	0	79.23	-0.34	-0.115	1.604	-0.149
0	1	0	1	0	1	.	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	1	58.43	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	47.72	1.054	0.002	-0.021	-0.035
0	1	1	0	0	0	43.57	-0.34	-0.115	1.604	-0.149
0	1	1	1	0	0	.	-0.34	-0.115	1.604	-0.149
1	1	1	0	1	0	48.46	1.054	0.002	-0.021	-0.035
1	1	1	0	1	0	43.55	1.054	0.002	-0.021	-0.035
1	0	1	1	1	0	76.16	1.054	0.002	-0.021	-0.035
0	1	0	1	1	0	62.46	-0.231	-0.006	0.003	1.234
0	0	0	0	0	1	72.89	0.044	1.153	-0.217	0.02
0	0	0	1	0	0	58.32	0.044	1.153	-0.217	0.02
0	0	1	0	0	1	70.5	-0.34	-0.115	1.604	-0.149
0	1	0	1	1	1	.	-0.231	-0.006	0.003	1.234
1	1	0	1	1	1	26.57	1.054	0.002	-0.021	-0.035
1	0	0	1	0	0	53	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	0	0	0	0	1	41.8	0.044	1.153	-0.217	0.02
0	0	0	1	1	0	.	-0.231	-0.006	0.003	1.234
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	63.26	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	42.19	1.054	0.002	-0.021	-0.035
0	0	1	0	0	1	61.38	-0.34	-0.115	1.604	-0.149
0	.	1	1	1	1	47.37	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
0	1	1	1	1	1	43.33	1.054	0.002	-0.021	-0.035
1	1	0	1	1	0	57.83	1.054	0.002	-0.021	-0.035
1	1	.	1	1	1	68.85	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	47.62	1.054	0.002	-0.021	-0.035
0	0	0	0	0	1	29.29	0.044	1.153	-0.217	0.02
1	1	1	1	1	1	60.78	1.054	0.002	-0.021	-0.035
1	1	0	1	1	1	57.53	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	36.29	1.054	0.002	-0.021	-0.035
1	1	1	1	0	0	43.39	-0.34	-0.115	1.604	-0.149
0	0	0	1	1	0	62.69	-0.231	-0.006	0.003	1.234
1	0	0	1	1	1	.	-0.231	-0.006	0.003	1.234
1	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
1	1	0	1	1	0	55.36	1.054	0.002	-0.021	-0.035
1	0	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	0	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	0	0	1	1	.	-0.231	-0.006	0.003	1.234
0	0	0	0	0	0	38.03	0.044	1.153	-0.217	0.02
1	1	1	1	1	1	60.4	1.054	0.002	-0.021	-0.035
1	1	0	1	0	0	60.29	-0.34	-0.115	1.604	-0.149
1	0	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	67.96	1.054	0.002	-0.021	-0.035
1	0	1	0	0	0	56.63	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	0	78.14	1.054	0.002	-0.021	-0.035
1	1	0	1	1	0	67.1	1.054	0.002	-0.021	-0.035
1	1	0	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	57.11	1.054	0.002	-0.021	-0.035
1	0	1	1	1	1	76.75	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	48.71	1.054	0.002	-0.021	-0.035
1	1	1	1	0	0	64.75	-0.34	-0.115	1.604	-0.149
1	0	1	1	1	1	43.21	1.054	0.002	-0.021	-0.035
0	1	0	1	1	0	59.61	-0.231	-0.006	0.003	1.234
1	1	1	0	0	1	.	-0.34	-0.115	1.604	-0.149
1	.	0	0	1	0	66.89	-0.231	-0.006	0.003	1.234
1	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
0	0	0	0	0	1	42.11	0.044	1.153	-0.217	0.02
1	0	0	1	1	0	.	-0.231	-0.006	0.003	1.234
1	1	1	1	1	1	63.62	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	63.08	1.054	0.002	-0.021	-0.035
1	1	0	1	1	0	56.62	1.054	0.002	-0.021	-0.035
1	0	0	0	0	1	30.79	0.044	1.153	-0.217	0.02
0	0	0	1	0	0	56.44	0.044	1.153	-0.217	0.02
1	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	34.01	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	44.85	1.054	0.002	-0.021	-0.035
1	.	1	0	.	1	.	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	0	44.98	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	58.78	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
0	1	1	1	1	0	61.74	1.054	0.002	-0.021	-0.035
1	0	0	1	1	0	58.1	-0.231	-0.006	0.003	1.234
0	0	0	0	1	1	.	-0.231	-0.006	0.003	1.234
1	0	1	1	0	0	77.92	-0.34	-0.115	1.604	-0.149
1	0	0	1	1	1	69.3	-0.231	-0.006	0.003	1.234
0	0	0	1	1	0	45.83	-0.231	-0.006	0.003	1.234
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	72.66	1.054	0.002	-0.021	-0.035
0	1	1	1	1	0	51.59	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	45.53	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
0	0	0	0	0	0	34.45	0.044	1.153	-0.217	0.02
1	1	0	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
0	0	1	0	1	0	60.52	-0.34	-0.115	1.604	-0.149
1	1	0	0	0	0	.	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	0	71.47	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	61.03	1.054	0.002	-0.021	-0.035
1	1	1	0	1	0	53.5	1.054	0.002	-0.021	-0.035
1	1	0	1	1	0	61.07	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	51.92	1.054	0.002	-0.021	-0.035
1	0	1	1	1	0	55.04	1.054	0.002	-0.021	-0.035
0	1	1	1	1	0	46.26	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	60.4	1.054	0.002	-0.021	-0.035
1	0	0	0	0	0	.	0.044	1.153	-0.217	0.02
1	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
0	0	0	1	1	1	.	-0.231	-0.006	0.003	1.234
1	0	1	1	0	0	.	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	1	74.1	1.054	0.002	-0.021	-0.035
0	0	0	0	0	0	54.33	0.044	1.153	-0.217	0.02
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	60.03	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	71.1	1.054	0.002	-0.021	-0.035
0	1	1	0	1	0	40.65	-0.34	-0.115	1.604	-0.149
0	0	0	0	0	0	57.51	0.044	1.153	-0.217	0.02
0	1	1	1	1	1	45.99	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	77.22	1.054	0.002	-0.021	-0.035
0	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
0	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
0	1	1	0	1	1	58.96	-0.34	-0.115	1.604	-0.149
0	1	1	1	1	1	81	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	85.66	1.054	0.002	-0.021	-0.035
0	0	0	0	1	0	.	-0.231	-0.006	0.003	1.234
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	0	1	0	1	0	57.64	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	65.21	1.054	0.002	-0.021	-0.035
0	1	0	1	0	1	.	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	0	48.44	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	67.29	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
1	1	.	1	1	1	.	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	77.96	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	.	1.054	0.002	-0.021	-0.035
0	1	1	.	1	0	65.84	1.054	0.002	-0.021	-0.035
0	1	1	1	1	0	59.35	1.054	0.002	-0.021	-0.035
0	1	1	1	1	0	60.95	1.054	0.002	-0.021	-0.035
1	1	1	1	1	1	69.24	1.054	0.002	-0.021	-0.035
0	0	0	0	0	0	75.68	0.044	1.153	-0.217	0.02
1	1	1	1	1	0	.	1.054	0.002	-0.021	-0.035
1	0	0	0	0	0	44.19	0.044	1.153	-0.217	0.02
0	0	1	1	0	1	57.02	-0.34	-0.115	1.604	-0.149
1	1	1	1	1	0	70.2	1.054	0.002	-0.021	-0.035
0	0	0	0	0	1	.	0.044	1.153	-0.217	0.02
