1	1	1	0	1	0	.	0.648	0	0.352	0	1
1	1	0	1	0	1	44.57	0	0.036	0.964	0	3
1	1	0	1	1	1	36.1	0.613	0	0.117	0.27	1
1	1	1	1	1	0	49.24	0.956	0	0.044	0	1
1	0	0	1	1	1	.	0.099	0	0.134	0.768	4
1	1	0	1	1	1	46.37	0.613	0	0.117	0.27	1
1	1	0	1	1	0	49.26	0.613	0	0.117	0.27	1
1	1	0	1	1	1	.	0.613	0	0.117	0.27	1
0	0	0	1	1	1	43.03	0.033	0	0.112	0.855	4
1	1	1	0	0	1	.	0	0.006	0.994	0	3
1	0	1	1	1	0	71.11	0.752	0	0.248	0	1
0	1	1	1	1	1	52.19	0.898	0	0.102	0	1
1	1	1	.	1	1	.	0.935	0	0.065	0	1
0	0	1	1	1	1	.	0.552	0	0.448	0	1
0	1	1	1	1	0	48	0.898	0	0.102	0	1
0	1	0	0	0	1	40.28	0	0.538	0.462	0	2
0	1	1	1	0	1	.	0	0.003	0.997	0	3
0	0	0	0	1	0	51.63	0.004	0	0.152	0.844	4
0	0	0	0	0	1	36.56	0	0.966	0.034	0	2
0	1	1	1	1	0	44.12	0.898	0	0.102	0	1
1	1	1	1	1	0	.	0.956	0	0.044	0	1
1	1	0	1	0	1	34.69	0	0.036	0.964	0	3
0	1	1	1	0	0	56.13	0	0.003	0.997	0	3
1	1	0	1	1	0	.	0.613	0	0.117	0.27	1
1	1	1	1	1	1	71.46	0.956	0	0.044	0	1
0	1	0	1	1	1	42.4	0.343	0	0.161	0.495	4
0	0	0	1	1	1	.	0.033	0	0.112	0.855	4
1	1	1	1	1	0	.	0.956	0	0.044	0	1
1	1	1	1	1	0	36.61	0.956	0	0.044	0	1
1	0	1	0	0	1	.	0	0.133	0.867	0	3
1	1	1	1	1	1	42.74	0.956	0	0.044	0	1
1	0	1	1	1	1	39.46	0.752	0	0.248	0	1
1	1	0	1	1	0	.	0.613	0	0.117	0.27	1
0	1	1	1	1	1	.	0.898	0	0.102	0	1
.	1	1	1	1	0	32.93	0.944	0	0.056	0	1
1	1	1	1	1	0	.	0.956	0	0.044	0	1
1	1	1	1	1	0	46.69	0.956	0	0.044	0	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	1	0	1	1	0	77.24	0.613	0	0.117	0.27	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	0	0	1	1	1	37.96	0.099	0	0.134	0.768	4
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	.	0	0	0	1	.	0	0.739	0.261	0	2
1	1	0	1	1	1	45.3	0.613	0	0.117	0.27	1
0	0	0	0	0	1	.	0	0.966	0.034	0	2
1	1	1	1	1	0	68.6	0.956	0	0.044	0	1
0	0	0	0	0	1	38.03	0	0.966	0.034	0	2
0	1	1	1	0	1	44.42	0	0.003	0.997	0	3
0	1	1	1	0	0	46.26	0	0.003	0.997	0	3
1	1	1	1	1	1	43.74	0.956	0	0.044	0	1
1	1	0	1	1	1	.	0.613	0	0.117	0.27	1
0	0	0	1	0	1	.	0	0.775	0.225	0	2
0	1	0	0	1	1	.	0.053	0	0.292	0.654	4
1	1	1	1	1	1	.	0.956	0	0.044	0	1
0	1	0	0	0	1	.	0	0.538	0.462	0	2
1	1	1	1	1	1	70.17	0.956	0	0.044	0	1
0	0	0	0	0	1	53.95	0	0.966	0.034	0	2
1	0	0	0	1	1	.	0.012	0	0.191	0.797	4
1	1	0	1	1	1	45.32	0.613	0	0.117	0.27	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	1	1	1	1	0	.	0.956	0	0.044	0	1
0	0	0	0	0	1	.	0	0.966	0.034	0	2
0	1	1	1	1	1	56.55	0.898	0	0.102	0	1
1	1	1	1	0	1	.	0	0.001	0.999	0	3
1	1	1	1	1	1	56.16	0.956	0	0.044	0	1
1	1	1	1	1	1	62.91	0.956	0	0.044	0	1
0	1	0	1	1	0	45	0.343	0	0.161	0.495	4
1	1	1	1	1	1	.	0.956	0	0.044	0	1
0	0	0	0	0	0	.	0	0.966	0.034	0	2
1	1	1	1	0	0	.	0	0.001	0.999	0	3
0	1	0	1	0	1	.	0	0.123	0.877	0	3
0	0	0	1	0	1	.	0	0.775	0.225	0	2
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	1	0	0	1	0	40.79	0.143	0	0.32	0.537	4
1	1	0	1	1	0	.	0.613	0	0.117	0.27	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	1	1	0	0	0	42.26	0	0.006	0.994	0	3
1	0	1	0	1	1	.	0.206	0	0.794	0	3
1	.	1	1	0	0	50.52	0	0.007	0.993	0	3
1	0	1	1	0	0	51.66	0	0.018	0.982	0	3
1	1	0	1	1	0	.	0.613	0	0.117	0.27	1
1	1	1	1	1	0	.	0.956	0	0.044	0	1
0	0	0	1	0	1	.	0	0.775	0.225	0	2
1	1	1	1	1	0	.	0.956	0	0.044	0	1
1	0	0	0	1	0	41.34	0.012	0	0.191	0.797	4
1	1	1	1	1	0	.	0.956	0	0.044	0	1
1	1	1	0	0	0	.	0	0.006	0.994	0	3
0	0	0	0	1	1	38.89	0.004	0	0.152	0.844	4
1	1	1	1	1	1	51.54	0.956	0	0.044	0	1
1	0	0	0	0	0	.	0	0.883	0.117	0	2
1	0	0	1	1	0	30.37	0.099	0	0.134	0.768	4
1	1	0	1	1	0	37.32	0.613	0	0.117	0.27	1
1	0	1	1	0	0	.	0	0.018	0.982	0	3
0	1	1	1	1	1	.	0.898	0	0.102	0	1
0	1	1	1	1	0	.	0.898	0	0.102	0	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	0	0	1	1	1	.	0.099	0	0.134	0.768	4
1	1	1	1	1	0	54.82	0.956	0	0.044	0	1
1	1	1	1	0	1	.	0	0.001	0.999	0	3
0	1	0	1	0	1	.	0	0.123	0.877	0	3
1	1	0	1	1	0	46.41	0.613	0	0.117	0.27	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	0	1	0	1	1	45.36	0.206	0	0.794	0	3
1	1	0	0	0	1	.	0	0.235	0.765	0	3
0	1	1	1	1	1	.	0.898	0	0.102	0	1
1	1	1	1	1	0	.	0.956	0	0.044	0	1
0	1	0	1	1	1	47.59	0.343	0	0.161	0.495	4
1	1	0	1	1	1	.	0.613	0	0.117	0.27	1
0	0	0	1	1	0	46.18	0.033	0	0.112	0.855	4
1	0	0	0	0	0	.	0	0.883	0.117	0	2
0	0	0	0	1	1	42.18	0.004	0	0.152	0.844	4
1	0	0	1	1	0	43.81	0.099	0	0.134	0.768	4
0	1	1	1	1	1	33.46	0.898	0	0.102	0	1
1	1	1	1	1	1	44.62	0.956	0	0.044	0	1
0	1	0	1	1	0	.	0.343	0	0.161	0.495	4
1	0	0	0	0	0	.	0	0.883	0.117	0	2
1	1	1	1	1	0	44.36	0.956	0	0.044	0	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	0	0	1	1	1	.	0.099	0	0.134	0.768	4
1	0	0	0	1	0	.	0.012	0	0.191	0.797	4
0	1	0	1	0	1	.	0	0.123	0.877	0	3
1	1	1	1	1	0	84	0.956	0	0.044	0	1
1	0	1	1	1	0	70.44	0.752	0	0.248	0	1
0	0	0	1	1	0	68.48	0.033	0	0.112	0.855	4
1	0	0	1	0	1	72.01	0	0.477	0.523	0	3
1	0	0	0	0	1	49.19	0	0.883	0.117	0	2
0	1	0	1	1	0	69.9	0.343	0	0.161	0.495	4
1	0	0	0	1	0	69	0.012	0	0.191	0.797	4
1	1	0	1	1	1	66.37	0.613	0	0.117	0.27	1
1	1	1	1	1	1	77.39	0.956	0	0.044	0	1
0	1	0	0	1	1	59.18	0.053	0	0.292	0.654	4
0	0	1	1	1	0	63.82	0.552	0	0.448	0	1
1	1	1	1	1	1	75.3	0.956	0	0.044	0	1
0	1	1	1	1	1	65.42	0.898	0	0.102	0	1
1	1	1	1	1	0	58.06	0.956	0	0.044	0	1
1	0	0	0	0	0	69.19	0	0.883	0.117	0	2
1	1	1	1	1	1	84.55	0.956	0	0.044	0	1
1	1	1	1	1	1	92.01	0.956	0	0.044	0	1
0	0	0	0	0	1	.	0	0.966	0.034	0	2
0	0	1	1	1	1	75.81	0.552	0	0.448	0	1
1	1	1	1	1	0	64.27	0.956	0	0.044	0	1
1	1	1	1	1	1	51.78	0.956	0	0.044	0	1
1	1	0	1	1	0	66.37	0.613	0	0.117	0.27	1
1	0	0	1	1	1	66.65	0.099	0	0.134	0.768	4
1	0	0	1	0	0	53.11	0	0.477	0.523	0	3
1	0	0	0	0	0	49.23	0	0.883	0.117	0	2
1	1	1	1	1	0	72.08	0.956	0	0.044	0	1
1	1	1	.	1	0	61.4	0.935	0	0.065	0	1
1	1	1	0	1	0	64.6	0.648	0	0.352	0	1
1	1	1	1	1	0	76.46	0.956	0	0.044	0	1
0	0	0	0	0	0	50.05	0	0.966	0.034	0	2
1	1	1	1	1	0	62.78	0.956	0	0.044	0	1
1	1	1	1	1	1	56.72	0.956	0	0.044	0	1
0	0	0	1	1	0	.	0.033	0	0.112	0.855	4
1	.	1	1	1	1	.	0.938	0	0.062	0	1
1	1	1	0	0	1	73.48	0	0.006	0.994	0	3
1	1	1	1	1	1	76.08	0.956	0	0.044	0	1
0	0	0	1	1	1	32.74	0.033	0	0.112	0.855	4
1	1	1	0	1	1	61.89	0.648	0	0.352	0	1
0	0	1	0	0	1	52.55	0	0.368	0.632	0	3
1	0	1	0	0	0	61.53	0	0.133	0.867	0	3
1	1	1	1	1	1	37.16	0.956	0	0.044	0	1
0	1	1	1	1	0	72.48	0.898	0	0.102	0	1
1	0	0	0	0	0	.	0	0.883	0.117	0	2
1	0	1	0	0	0	62.65	0	0.133	0.867	0	3
1	1	1	1	1	1	74.77	0.956	0	0.044	0	1
1	1	1	1	1	1	78.46	0.956	0	0.044	0	1
0	1	1	1	1	1	79.91	0.898	0	0.102	0	1
1	1	1	1	1	0	42.84	0.956	0	0.044	0	1
1	1	1	1	1	0	58.61	0.956	0	0.044	0	1
1	1	1	1	1	0	57.96	0.956	0	0.044	0	1
0	1	0	1	1	0	55.42	0.343	0	0.161	0.495	4
1	1	1	1	1	0	68.07	0.956	0	0.044	0	1
1	1	1	1	1	0	68.42	0.956	0	0.044	0	1
1	1	1	0	1	0	77.8	0.648	0	0.352	0	1
0	0	0	1	1	0	.	0.033	0	0.112	0.855	4
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	1	1	1	1	1	75.57	0.956	0	0.044	0	1
1	1	1	1	1	0	57.08	0.956	0	0.044	0	1
0	1	0	1	0	0	65.76	0	0.123	0.877	0	3
1	0	1	1	0	0	.	0	0.018	0.982	0	3
1	1	1	1	1	0	74.18	0.956	0	0.044	0	1
1	1	1	1	1	0	62.5	0.956	0	0.044	0	1
1	1	1	1	1	1	90.11	0.956	0	0.044	0	1
1	1	1	1	1	0	71.3	0.956	0	0.044	0	1
1	1	1	0	1	1	71.77	0.648	0	0.352	0	1
.	1	1	1	1	0	.	0.944	0	0.056	0	1
1	1	0	1	1	0	54.72	0.613	0	0.117	0.27	1
1	0	1	1	1	0	80.16	0.752	0	0.248	0	1
1	1	1	1	1	1	71.22	0.956	0	0.044	0	1
0	1	1	1	1	0	61.09	0.898	0	0.102	0	1
1	1	1	0	1	1	62.32	0.648	0	0.352	0	1
1	1	1	1	1	1	79.21	0.956	0	0.044	0	1
1	1	1	1	1	1	83.06	0.956	0	0.044	0	1
1	0	0	0	0	1	83.8	0	0.883	0.117	0	2
0	0	0	0	0	1	80.21	0	0.966	0.034	0	2
1	0	1	1	0	0	.	0	0.018	0.982	0	3
1	1	1	1	1	0	.	0.956	0	0.044	0	1
1	1	1	0	1	0	.	0.648	0	0.352	0	1
1	0	1	0	0	0	73.43	0	0.133	0.867	0	3
1	1	1	1	1	0	.	0.956	0	0.044	0	1
1	1	1	1	1	0	80.4	0.956	0	0.044	0	1
1	1	0	1	0	0	74.48	0	0.036	0.964	0	3
1	1	1	1	1	0	70.43	0.956	0	0.044	0	1
1	0	1	1	1	1	.	0.752	0	0.248	0	1
1	1	1	1	1	0	71.36	0.956	0	0.044	0	1
1	1	1	1	1	0	69.05	0.956	0	0.044	0	1
1	0	0	0	0	0	69.06	0	0.883	0.117	0	2
1	1	1	1	1	1	70.39	0.956	0	0.044	0	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	1	1	1	1	1	45.49	0.956	0	0.044	0	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	1	0	1	1	1	.	0.613	0	0.117	0.27	1
1	1	1	0	1	1	.	0.648	0	0.352	0	1
1	1	1	1	1	1	72.76	0.956	0	0.044	0	1
1	1	1	1	1	0	73.29	0.956	0	0.044	0	1
1	1	1	1	1	0	63.72	0.956	0	0.044	0	1
1	1	1	1	1	0	.	0.956	0	0.044	0	1
1	1	1	1	0	0	70.37	0	0.001	0.999	0	3
1	1	1	1	1	0	66.57	0.956	0	0.044	0	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	1	1	1	1	1	62.82	0.956	0	0.044	0	1
1	1	1	1	1	0	.	0.956	0	0.044	0	1
0	1	1	1	0	0	59.17	0	0.003	0.997	0	3
1	1	1	1	1	1	60.91	0.956	0	0.044	0	1
1	1	1	1	0	1	56.61	0	0.001	0.999	0	3
1	1	1	1	1	0	.	0.956	0	0.044	0	1
1	1	1	1	1	0	49.07	0.956	0	0.044	0	1
1	0	1	1	0	0	45.49	0	0.018	0.982	0	3
1	1	1	0	1	0	52.87	0.648	0	0.352	0	1
1	1	0	1	1	0	45.06	0.613	0	0.117	0.27	1
0	0	0	0	0	1	55.25	0	0.966	0.034	0	2
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	1	1	1	1	1	69.06	0.956	0	0.044	0	1
1	0	0	0	0	1	46.17	0	0.883	0.117	0	2
1	0	0	0	0	1	50.42	0	0.883	0.117	0	2
0	1	1	1	1	0	33.34	0.898	0	0.102	0	1
1	0	1	0	0	0	51.74	0	0.133	0.867	0	3
1	1	1	1	1	0	42.84	0.956	0	0.044	0	1
1	1	1	1	1	1	85.76	0.956	0	0.044	0	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
0	1	1	1	1	0	72.07	0.898	0	0.102	0	1
1	0	1	0	0	0	71.89	0	0.133	0.867	0	3
0	1	0	1	0	0	79.23	0	0.123	0.877	0	3
0	1	0	1	0	1	.	0	0.123	0.877	0	3
1	1	1	1	1	1	58.43	0.956	0	0.044	0	1
1	1	1	1	1	0	.	0.956	0	0.044	0	1
1	1	1	1	1	0	47.72	0.956	0	0.044	0	1
0	1	1	0	0	0	43.57	0	0.023	0.977	0	3
0	1	1	1	0	0	.	0	0.003	0.997	0	3
1	1	1	0	1	0	48.46	0.648	0	0.352	0	1
1	1	1	0	1	0	43.55	0.648	0	0.352	0	1
1	0	1	1	1	0	76.16	0.752	0	0.248	0	1
0	1	0	1	1	0	62.46	0.343	0	0.161	0.495	4
0	0	0	0	0	1	72.89	0	0.966	0.034	0	2
0	0	0	1	0	0	58.32	0	0.775	0.225	0	2
0	0	1	0	0	1	70.5	0	0.368	0.632	0	3
0	1	0	1	1	1	.	0.343	0	0.161	0.495	4
1	1	0	1	1	1	26.57	0.613	0	0.117	0.27	1
1	0	0	1	0	0	53	0	0.477	0.523	0	3
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	0	0	0	0	1	41.8	0	0.883	0.117	0	2
0	0	0	1	1	0	.	0.033	0	0.112	0.855	4
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	1	1	1	1	1	63.26	0.956	0	0.044	0	1
1	1	1	1	1	0	42.19	0.956	0	0.044	0	1
0	0	1	0	0	1	61.38	0	0.368	0.632	0	3
0	.	1	1	1	1	47.37	0.86	0	0.14	0	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
0	1	1	1	1	1	43.33	0.898	0	0.102	0	1
1	1	0	1	1	0	57.83	0.613	0	0.117	0.27	1
1	1	.	1	1	1	68.85	0.904	0	0.055	0.04	1
1	1	1	1	1	0	47.62	0.956	0	0.044	0	1
0	0	0	0	0	1	29.29	0	0.966	0.034	0	2
1	1	1	1	1	1	60.78	0.956	0	0.044	0	1
1	1	0	1	1	1	57.53	0.613	0	0.117	0.27	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	1	1	1	1	1	36.29	0.956	0	0.044	0	1
1	1	1	1	0	0	43.39	0	0.001	0.999	0	3
0	0	0	1	1	0	62.69	0.033	0	0.112	0.855	4
1	0	0	1	1	1	.	0.099	0	0.134	0.768	4
1	1	1	1	1	0	.	0.956	0	0.044	0	1
1	1	0	1	1	0	55.36	0.613	0	0.117	0.27	1
1	0	1	1	1	1	.	0.752	0	0.248	0	1
1	1	0	1	1	1	.	0.613	0	0.117	0.27	1
1	1	0	0	1	1	.	0.143	0	0.32	0.537	4
0	0	0	0	0	0	38.03	0	0.966	0.034	0	2
1	1	1	1	1	1	60.4	0.956	0	0.044	0	1
1	1	0	1	0	0	60.29	0	0.036	0.964	0	3
1	0	1	1	1	1	.	0.752	0	0.248	0	1
1	1	1	1	1	1	67.96	0.956	0	0.044	0	1
1	0	1	0	0	0	56.63	0	0.133	0.867	0	3
1	1	1	1	1	0	78.14	0.956	0	0.044	0	1
1	1	0	1	1	0	67.1	0.613	0	0.117	0.27	1
1	1	0	1	1	1	.	0.613	0	0.117	0.27	1
1	1	1	1	1	0	57.11	0.956	0	0.044	0	1
1	0	1	1	1	1	76.75	0.752	0	0.248	0	1
1	1	1	1	1	0	48.71	0.956	0	0.044	0	1
1	1	1	1	0	0	64.75	0	0.001	0.999	0	3
1	0	1	1	1	1	43.21	0.752	0	0.248	0	1
0	1	0	1	1	0	59.61	0.343	0	0.161	0.495	4
1	1	1	0	0	1	.	0	0.006	0.994	0	3
1	.	0	0	1	0	66.89	0.081	0	0.259	0.66	4
1	1	1	1	1	0	.	0.956	0	0.044	0	1
0	0	0	0	0	1	42.11	0	0.966	0.034	0	2
1	0	0	1	1	0	.	0.099	0	0.134	0.768	4
1	1	1	1	1	1	63.62	0.956	0	0.044	0	1
1	1	1	1	1	0	63.08	0.956	0	0.044	0	1
1	1	0	1	1	0	56.62	0.613	0	0.117	0.27	1
1	0	0	0	0	1	30.79	0	0.883	0.117	0	2
0	0	0	1	0	0	56.44	0	0.775	0.225	0	2
1	1	1	1	1	0	.	0.956	0	0.044	0	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	1	1	1	1	0	34.01	0.956	0	0.044	0	1
1	1	1	1	1	1	44.85	0.956	0	0.044	0	1
1	.	1	0	.	1	.	0.303	0.025	0.672	0	3
1	1	1	1	1	0	44.98	0.956	0	0.044	0	1
1	1	1	1	1	0	58.78	0.956	0	0.044	0	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
0	1	1	1	1	0	61.74	0.898	0	0.102	0	1
1	0	0	1	1	0	58.1	0.099	0	0.134	0.768	4
0	0	0	0	1	1	.	0.004	0	0.152	0.844	4
1	0	1	1	0	0	77.92	0	0.018	0.982	0	3
1	0	0	1	1	1	69.3	0.099	0	0.134	0.768	4
0	0	0	1	1	0	45.83	0.033	0	0.112	0.855	4
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	1	1	1	1	1	72.66	0.956	0	0.044	0	1
0	1	1	1	1	0	51.59	0.898	0	0.102	0	1
1	1	1	1	1	1	45.53	0.956	0	0.044	0	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
0	0	0	0	0	0	34.45	0	0.966	0.034	0	2
1	1	0	1	1	1	.	0.613	0	0.117	0.27	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
0	0	1	0	1	0	60.52	0.095	0	0.905	0	3
1	1	0	0	0	0	.	0	0.235	0.765	0	3
1	1	1	1	1	0	71.47	0.956	0	0.044	0	1
1	1	1	1	1	0	61.03	0.956	0	0.044	0	1
1	1	1	0	1	0	53.5	0.648	0	0.352	0	1
1	1	0	1	1	0	61.07	0.613	0	0.117	0.27	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	1	1	1	1	0	51.92	0.956	0	0.044	0	1
1	0	1	1	1	0	55.04	0.752	0	0.248	0	1
0	1	1	1	1	0	46.26	0.898	0	0.102	0	1
1	1	1	1	1	0	60.4	0.956	0	0.044	0	1
1	0	0	0	0	0	.	0	0.883	0.117	0	2
1	1	1	1	1	0	.	0.956	0	0.044	0	1
0	0	0	1	1	1	.	0.033	0	0.112	0.855	4
1	0	1	1	0	0	.	0	0.018	0.982	0	3
1	1	1	1	1	1	74.1	0.956	0	0.044	0	1
0	0	0	0	0	0	54.33	0	0.966	0.034	0	2
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	1	1	1	1	1	60.03	0.956	0	0.044	0	1
1	1	1	1	1	1	71.1	0.956	0	0.044	0	1
0	1	1	0	1	0	40.65	0.428	0	0.572	0	3
0	0	0	0	0	0	57.51	0	0.966	0.034	0	2
0	1	1	1	1	1	45.99	0.898	0	0.102	0	1
1	1	1	1	1	1	77.22	0.956	0	0.044	0	1
0	1	1	1	1	0	.	0.898	0	0.102	0	1
0	1	1	1	1	1	.	0.898	0	0.102	0	1
0	1	1	0	1	1	58.96	0.428	0	0.572	0	3
0	1	1	1	1	1	81	0.898	0	0.102	0	1
1	1	1	1	1	1	85.66	0.956	0	0.044	0	1
0	0	0	0	1	0	.	0.004	0	0.152	0.844	4
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	0	1	0	1	0	57.64	0.206	0	0.794	0	3
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	1	1	1	1	0	65.21	0.956	0	0.044	0	1
0	1	0	1	0	1	.	0	0.123	0.877	0	3
1	1	1	1	1	0	48.44	0.956	0	0.044	0	1
1	1	1	1	1	1	67.29	0.956	0	0.044	0	1
1	1	1	1	1	0	.	0.956	0	0.044	0	1
1	1	1	1	1	0	.	0.956	0	0.044	0	1
1	1	.	1	1	1	.	0.904	0	0.055	0.04	1
1	1	1	1	1	1	77.96	0.956	0	0.044	0	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
0	1	1	.	1	0	65.84	0.854	0	0.146	0	1
0	1	1	1	1	0	59.35	0.898	0	0.102	0	1
0	1	1	1	1	0	60.95	0.898	0	0.102	0	1
1	1	1	1	1	1	69.24	0.956	0	0.044	0	1
0	0	0	0	0	0	75.68	0	0.966	0.034	0	2
1	1	1	1	1	0	.	0.956	0	0.044	0	1
1	0	0	0	0	0	44.19	0	0.883	0.117	0	2
0	0	1	1	0	1	57.02	0	0.066	0.934	0	3
1	1	1	1	1	0	70.2	0.956	0	0.044	0	1
0	0	0	0	0	1	.	0	0.966	0.034	0	2
1	1	1	1	1	1	48.68	0.956	0	0.044	0	1
0	1	1	0	0	1	56.37	0	0.023	0.977	0	3
1	0	0	0	0	0	55.96	0	0.883	0.117	0	2
1	0	0	0	0	0	69.7	0	0.883	0.117	0	2
0	0	0	1	0	0	61.9	0	0.775	0.225	0	2
0	0	0	1	1	0	44.94	0.033	0	0.112	0.855	4
1	1	0	1	0	1	56.11	0	0.036	0.964	0	3
0	0	0	.	1	0	47.86	0.025	0	0.124	0.852	4
0	1	1	1	1	1	.	0.898	0	0.102	0	1
1	0	0	1	1	1	34.7	0.099	0	0.134	0.768	4
1	1	0	1	0	1	52.53	0	0.036	0.964	0	3
1	0	0	1	0	1	67.38	0	0.477	0.523	0	3
1	0	0	1	1	0	48.04	0.099	0	0.134	0.768	4
1	0	0	1	0	0	.	0	0.477	0.523	0	3
0	0	0	1	1	1	34.73	0.033	0	0.112	0.855	4
0	0	.	1	1	0	55.74	0.215	0	0.229	0.556	4
1	1	1	1	1	0	.	0.956	0	0.044	0	1
0	0	0	0	0	1	.	0	0.966	0.034	0	2
1	1	1	1	1	1	43.26	0.956	0	0.044	0	1
0	0	0	0	0	1	34.68	0	0.966	0.034	0	2
1	1	1	1	1	0	58.06	0.956	0	0.044	0	1
1	0	0	1	1	1	.	0.099	0	0.134	0.768	4
0	0	0	1	1	1	43.07	0.033	0	0.112	0.855	4
1	1	1	1	1	1	63.32	0.956	0	0.044	0	1
1	0	1	1	1	1	46.31	0.752	0	0.248	0	1
1	0	1	1	1	0	.	0.752	0	0.248	0	1
1	1	1	1	1	0	51.93	0.956	0	0.044	0	1
1	0	0	1	0	0	41.86	0	0.477	0.523	0	3
1	1	1	1	0	1	.	0	0.001	0.999	0	3
1	1	0	1	.	0	48.57	0.5	0.007	0.273	0.22	1
1	1	1	1	1	1	52.96	0.956	0	0.044	0	1
0	0	0	1	1	0	46.72	0.033	0	0.112	0.855	4
0	1	1	1	1	0	58.43	0.898	0	0.102	0	1
1	0	0	1	0	0	59.97	0	0.477	0.523	0	3
1	0	1	1	1	0	.	0.752	0	0.248	0	1
1	1	0	1	1	1	64.56	0.613	0	0.117	0.27	1
1	1	1	1	1	0	60.6	0.956	0	0.044	0	1
1	1	1	1	1	1	80.67	0.956	0	0.044	0	1
0	1	0	1	0	1	54.46	0	0.123	0.877	0	3
1	1	1	1	1	0	65.73	0.956	0	0.044	0	1
1	0	1	1	1	1	64.22	0.752	0	0.248	0	1
1	1	1	1	1	1	.	0.956	0	0.044	0	1
0	0	0	0	0	1	41.12	0	0.966	0.034	0	2
1	1	0	1	1	1	.	0.613	0	0.117	0.27	1
1	1	1	1	1	0	.	0.956	0	0.044	0	1
1	1	0	1	0	1	54.69	0	0.036	0.964	0	3
0	0	0	0	1	0	.	0.004	0	0.152	0.844	4
1	1	1	1	1	1	.	0.956	0	0.044	0	1
1	0	0	1	1	0	.	0.099	0	0.134	0.768	4
1	1	1	1	1	0	.	0.956	0	0.044	0	1
